Time [s],Channel,Value
0.028804350,1,6531
0.028815695,2,6531
0.028827035,1,5211
0.028838375,2,5211
0.028849715,1,3810
0.028861060,2,3810
0.028872400,1,2597
0.028883740,2,2597
0.028895085,1,1342
0.028906425,2,1342
0.028917765,1,102
0.028929105,2,102
0.028940450,1,64238
0.028951790,2,64238
0.028963130,1,63555
0.028974470,2,63555
0.028985815,1,9567
0.028997155,2,9567
0.029008495,1,8217
0.029019840,2,8217
0.029031180,1,7121
0.029042520,2,7121
0.029053860,1,5810
0.029065200,2,5810
0.029076545,1,4700
0.029087885,2,4700
0.029099225,1,2915
0.029110570,2,2915
0.029121910,1,1120
0.029133250,2,1120
0.029144595,1,54119
0.029155935,2,54119
0.029167275,1,52835
0.029178615,2,52835
0.029189955,1,51250
0.029201300,2,51250
0.029212640,1,51074
0.029223980,2,51074
0.029235325,1,49696
0.029246665,2,49696
0.029258005,1,49395
0.029269350,2,49395
0.029280690,1,48335
0.029292030,2,48335
0.029303370,1,59975
0.029314715,2,59975
0.029326055,1,60695
0.029337395,2,60695
0.029348735,1,59503
0.029360080,2,59503
0.029371420,1,58556
0.029382760,2,58556
0.029394105,1,57896
0.029405445,2,57896
0.029416785,1,57817
0.029428125,2,57817
0.029439470,1,57435
0.029450810,2,57435
0.029462150,1,45788
0.029473490,2,45788
0.029484835,1,44831
0.029496175,2,44831
0.029507515,1,45141
0.029518860,2,45141
0.029530200,1,45024
0.029541540,2,45024
0.029552885,1,45280
0.029564225,2,45280
0.029575565,1,44889
0.029586905,2,44889
0.029598245,1,44706
0.029609590,2,44706
0.029620930,1,45065
0.029632270,2,45065
0.029643615,1,45737
0.029654955,2,45737
0.029666295,1,46171
0.029677635,2,46171
0.029688980,1,46979
0.029700320,2,46979
0.029711660,1,47340
0.029723005,2,47340
0.029734345,1,48601
0.029745685,2,48601
0.029757025,1,49138
0.029768370,2,49138
0.029779710,1,50208
0.029791050,2,50208
0.029802390,1,51158
0.029813735,2,51158
0.029825075,1,52081
0.029836415,2,52081
0.029847760,1,53286
0.029859100,2,53286
0.029870440,1,54283
0.029881780,2,54283
0.029893125,1,55568
0.029904465,2,55568
0.029915805,1,56827
0.029927150,2,56827
0.029938490,1,57636
0.029949830,2,57636
0.029961170,1,58985
0.029972515,2,58985
0.029983855,1,60277
0.029995195,2,60277
0.030006540,1,61672
0.030017880,2,61672
0.030029220,1,63154
0.030040560,2,63154
0.030051900,1,64280
0.030063245,2,64280
0.030074585,1,56
0.030085925,2,56
0.030097270,1,1315
0.030108610,2,1315
0.030119950,1,2870
0.030131295,2,2870
0.030142635,1,3711
0.030153975,2,3711
0.030165315,1,5120
0.030176660,2,5120
0.030188000,1,6511
0.030199340,2,6511
0.030210680,1,7824
0.030222025,2,7824
0.030233365,1,8908
0.030244705,2,8908
0.030256050,1,10087
0.030267390,2,10087
0.030278730,1,11075
0.030290070,2,11075
0.030301415,1,11982
0.030312755,2,11982
0.030324095,1,13031
0.030335435,2,13031
0.030346780,1,14166
0.030358120,2,14166
0.030369460,1,15335
0.030380805,2,15335
0.030392145,1,15753
0.030403485,2,15753
0.030414825,1,16707
0.030426170,2,16707
0.030437510,1,17411
0.030448850,2,17411
0.030460190,1,18088
0.030471535,2,18088
0.030482875,1,19113
0.030494215,2,19113
0.030505560,1,19589
0.030516900,2,19589
0.030528240,1,20064
0.030539580,2,20064
0.030550925,1,20529
0.030562265,2,20529
0.030573605,1,20509
0.030584945,2,20509
0.030596290,1,20758
0.030607630,2,20758
0.030618970,1,20963
0.030630315,2,20963
0.030641655,1,20910
0.030652995,2,20910
0.030664340,1,20734
0.030675675,2,20734
0.030687020,1,20734
0.030698360,2,20734
0.030709700,1,20319
0.030721045,2,20319
0.030732385,1,20062
0.030743725,2,20062
0.030755070,1,19595
0.030766410,2,19595
0.030777750,1,19142
0.030789095,2,19142
0.030800435,1,18405
0.030811775,2,18405
0.030823115,1,17912
0.030834460,2,17912
0.030845800,1,17200
0.030857140,2,17200
0.030868480,1,16414
0.030879825,2,16414
0.030891165,1,15190
0.030902505,2,15190
0.030913850,1,14802
0.030925190,2,14802
0.030936530,1,13555
0.030947870,2,13555
0.030959215,1,12476
0.030970555,2,12476
0.030981895,1,11278
0.030993235,2,11278
0.031004580,1,10061
0.031015920,2,10061
0.031027260,1,8914
0.031038605,2,8914
0.031049945,1,7667
0.031061285,2,7667
0.031072625,1,6451
0.031083970,2,6451
0.031095310,1,5275
0.031106650,2,5275
0.031117990,1,3750
0.031129335,2,3750
0.031140675,1,2748
0.031152015,2,2748
0.031163360,1,1177
0.031174700,2,1177
0.031186040,1,65387
0.031197380,2,65387
0.031208725,1,63994
0.031220065,2,63994
0.031231405,1,62584
0.031242745,2,62584
0.031254090,1,61254
0.031265430,2,61254
0.031276775,1,59912
0.031288110,2,59912
0.031299455,1,58711
0.031310795,2,58711
0.031322135,1,57378
0.031333480,2,57378
0.031344820,1,56212
0.031356160,2,56212
0.031367505,1,55147
0.031378845,2,55147
0.031390185,1,53911
0.031401530,2,53911
0.031412870,1,52464
0.031424210,2,52464
0.031435550,1,51497
0.031446890,2,51497
0.031458235,1,50552
0.031469575,2,50552
0.031480915,1,49340
0.031492260,2,49340
0.031503600,1,48453
0.031514940,2,48453
0.031526280,1,47777
0.031537625,2,47777
0.031548965,1,46898
0.031560305,2,46898
0.031571645,1,46157
0.031582990,2,46157
0.031594330,1,45468
0.031605670,2,45468
0.031617015,1,44897
0.031628355,2,44897
0.031639695,1,44471
0.031651035,2,44471
0.031662380,1,43929
0.031673720,2,43929
0.031685060,1,43721
0.031696405,2,43721
0.031707745,1,43533
0.031719085,2,43533
0.031730425,1,43172
0.031741770,2,43172
0.031753110,1,43600
0.031764450,2,43600
0.031775795,1,43225
0.031787135,2,43225
0.031798475,1,43256
0.031809815,2,43256
0.031821160,1,43626
0.031832500,2,43626
0.031843840,1,43623
0.031855180,2,43623
0.031866525,1,43974
0.031877865,2,43974
0.031889205,1,44248
0.031900550,2,44248
0.031911890,1,45174
0.031923230,2,45174
0.031934570,1,45707
0.031945910,2,45707
0.031957255,1,46376
0.031968595,2,46376
0.031979935,1,47059
0.031991280,2,47059
0.032002620,1,47915
0.032013960,2,47915
0.032025305,1,49107
0.032036645,2,49107
0.032047985,1,49305
0.032059325,2,49305
0.032070665,1,50549
0.032082010,2,50549
0.032093350,1,51375
0.032104690,2,51375
0.032116035,1,52885
0.032127375,2,52885
0.032138715,1,53970
0.032150060,2,53970
0.032161400,1,55110
0.032172740,2,55110
0.032184080,1,56087
0.032195425,2,56087
0.032206765,1,57402
0.032218105,2,57402
0.032229445,1,58576
0.032240790,2,58576
0.032252130,1,60242
0.032263470,2,60242
0.032274815,1,61130
0.032286155,2,61130
0.032297495,1,62615
0.032308835,2,62615
0.032320180,1,63871
0.032331520,2,63871
0.032342860,1,65396
0.032354205,2,65396
0.032365545,1,1277
0.032376885,2,1277
0.032388225,1,2646
0.032399570,2,2646
0.032410910,1,3967
0.032422250,2,3967
0.032433590,1,5083
0.032444935,2,5083
0.032456275,1,6715
0.032467615,2,6715
0.032478960,1,7680
0.032490300,2,7680
0.032501640,1,9024
0.032512980,2,9024
0.032524325,1,10230
0.032535665,2,10230
0.032547005,1,11502
0.032558345,2,11502
0.032569690,1,12951
0.032581030,2,12951
0.032592370,1,13629
0.032603715,2,13629
0.032615055,1,14694
0.032626395,2,14694
0.032637735,1,16007
0.032649080,2,16007
0.032660420,1,16274
0.032671760,2,16274
0.032683100,1,17383
0.032694445,2,17383
0.032705785,1,18368
0.032717125,2,18368
0.032728470,1,18795
0.032739810,2,18795
0.032751150,1,19322
0.032762490,2,19322
0.032773835,1,19717
0.032785175,2,19717
0.032796515,1,20261
0.032807860,2,20261
0.032819200,1,20717
0.032830540,2,20717
0.032841880,1,20506
0.032853225,2,20506
0.032864565,1,21155
0.032875905,2,21155
0.032887250,1,21207
0.032898590,2,21207
0.032909930,1,21210
0.032921270,2,21210
0.032932610,1,20926
0.032943955,2,20926
0.032955295,1,21059
0.032966635,2,21059
0.032977980,1,20755
0.032989320,2,20755
0.033000660,1,20518
0.033012005,2,20518
0.033023345,1,20163
0.033034685,2,20163
0.033046025,1,19625
0.033057370,2,19625
0.033068710,1,19156
0.033080050,2,19156
0.033091390,1,18250
0.033102735,2,18250
0.033114075,1,17783
0.033125415,2,17783
0.033136755,1,16398
0.033148100,2,16398
0.033159440,1,16017
0.033170780,2,16017
0.033182120,1,15380
0.033193465,2,15380
0.033204805,1,13670
0.033216150,2,13670
0.033227490,1,13039
0.033238830,2,13039
0.033250170,1,11937
0.033261515,2,11937
0.033272855,1,11171
0.033284195,2,11171
0.033295535,1,9478
0.033306880,2,9478
0.033318220,1,8252
0.033329560,2,8252
0.033340900,1,6947
0.033352245,2,6947
0.033363585,1,5873
0.033374925,2,5873
0.033386270,1,4311
0.033397610,2,4311
0.033408950,1,3461
0.033420290,2,3461
0.033431635,1,1719
0.033442975,2,1719
0.033454315,1,283
0.033465655,2,283
0.033477000,1,64879
0.033488340,2,64879
0.033499680,1,63274
0.033511025,2,63274
0.033522365,1,61791
0.033533705,2,61791
0.033545045,1,60305
0.033556390,2,60305
0.033567730,1,59093
0.033579070,2,59093
0.033590415,1,58634
0.033601755,2,58634
0.033613095,1,56447
0.033624435,2,56447
0.033635775,1,55285
0.033647120,2,55285
0.033658460,1,53834
0.033669800,2,53834
0.033681145,1,53202
0.033692485,2,53202
0.033703825,1,51432
0.033715165,2,51432
0.033726510,1,50697
0.033737850,2,50697
0.033749190,1,49685
0.033760535,2,49685
0.033771875,1,48365
0.033783215,2,48365
0.033794555,1,48000
0.033805900,2,48000
0.033817240,1,47646
0.033828580,2,47646
0.033839925,1,46147
0.033851265,2,46147
0.033862605,1,45614
0.033873945,2,45614
0.033885290,1,45260
0.033896630,2,45260
0.033907970,1,44282
0.033919310,2,44282
0.033930655,1,43831
0.033941995,2,43831
0.033953335,1,43584
0.033964680,2,43584
0.033976020,1,43184
0.033987360,2,43184
0.033998700,1,43175
0.034010045,2,43175
0.034021385,1,42888
0.034032725,2,42888
0.034044070,1,42917
0.034055410,2,42917
0.034066750,1,43028
0.034078090,2,43028
0.034089435,1,43105
0.034100775,2,43105
0.034112115,1,42864
0.034123455,2,42864
0.034134800,1,43221
0.034146140,2,43221
0.034157480,1,43256
0.034168825,2,43256
0.034180165,1,44105
0.034191505,2,44105
0.034202845,1,44705
0.034214190,2,44705
0.034225530,1,45419
0.034236870,2,45419
0.034248210,1,46008
0.034259555,2,46008
0.034270895,1,46576
0.034282235,2,46576
0.034293580,1,47347
0.034304920,2,47347
0.034316260,1,48164
0.034327600,2,48164
0.034338945,1,49505
0.034350285,2,49505
0.034361625,1,50650
0.034372965,2,50650
0.034384310,1,51608
0.034395650,2,51608
0.034406990,1,52973
0.034418335,2,52973
0.034429675,1,54318
0.034441015,2,54318
0.034452355,1,55418
0.034463700,2,55418
0.034475040,1,56631
0.034486380,2,56631
0.034497725,1,58180
0.034509065,2,58180
0.034520405,1,59625
0.034531745,2,59625
0.034543090,1,60928
0.034554430,2,60928
0.034565770,1,62217
0.034577110,2,62217
0.034588455,1,63408
0.034599795,2,63408
0.034611135,1,64799
0.034622480,2,64799
0.034633820,1,2063
0.034645160,2,2063
0.034656500,1,3586
0.034667845,2,3586
0.034679185,1,4337
0.034690525,2,4337
0.034701865,1,5129
0.034713210,2,5129
0.034724550,1,6272
0.034735890,2,6272
0.034747235,1,7837
0.034758575,2,7837
0.034769915,1,9146
0.034781255,2,9146
0.034792600,1,10328
0.034803940,2,10328
0.034815280,1,11712
0.034826625,2,11712
0.034837965,1,12703
0.034849305,2,12703
0.034860645,1,14027
0.034871990,2,14027
0.034883330,1,14953
0.034894670,2,14953
0.034906010,1,16024
0.034917355,2,16024
0.034928695,1,16968
0.034940035,2,16968
0.034951375,1,17732
0.034962720,2,17732
0.034974060,1,18255
0.034985400,2,18255
0.034996745,1,19244
0.035008085,2,19244
0.035019425,1,20044
0.035030770,2,20044
0.035042110,1,20449
0.035053450,2,20449
0.035064790,1,21231
0.035076130,2,21231
0.035087475,1,21319
0.035098815,2,21319
0.035110155,1,21690
0.035121500,2,21690
0.035132840,1,21848
0.035144180,2,21848
0.035155520,1,22200
0.035166865,2,22200
0.035178205,1,22344
0.035189545,2,22344
0.035200890,1,22158
0.035212230,2,22158
0.035223570,1,21810
0.035234910,2,21810
0.035246255,1,21855
0.035257595,2,21855
0.035268935,1,21615
0.035280280,2,21615
0.035291620,1,21015
0.035302960,2,21015
0.035314300,1,20456
0.035325645,2,20456
0.035336985,1,19766
0.035348325,2,19766
0.035359665,1,19512
0.035371010,2,19512
0.035382350,1,18613
0.035393690,2,18613
0.035405030,1,17829
0.035416375,2,17829
0.035427715,1,16909
0.035439055,2,16909
0.035450400,1,16248
0.035461740,2,16248
0.035473080,1,14912
0.035484420,2,14912
0.035495765,1,14006
0.035507105,2,14006
0.035518445,1,12973
0.035529790,2,12973
0.035541130,1,11709
0.035552470,2,11709
0.035563810,1,10305
0.035575155,2,10305
0.035586495,1,9209
0.035597835,2,9209
0.035609175,1,7791
0.035620520,2,7791
0.035631860,1,6572
0.035643205,2,6572
0.035654545,1,5245
0.035665885,2,5245
0.035677225,1,3835
0.035688570,2,3835
0.035699910,1,2460
0.035711250,2,2460
0.035722590,1,866
0.035733930,2,866
0.035745275,1,65006
0.035756615,2,65006
0.035767960,1,63723
0.035779300,2,63723
0.035790640,1,62172
0.035801980,2,62172
0.035813320,1,61004
0.035824665,2,61004
0.035836005,1,59459
0.035847345,2,59459
0.035858690,1,58057
0.035870030,2,58057
0.035881370,1,56815
0.035892715,2,56815
0.035904055,1,55351
0.035915395,2,55351
0.035926735,1,53684
0.035938080,2,53684
0.035949420,1,52338
0.035960760,2,52338
0.035972100,1,51083
0.035983445,2,51083
0.035994785,1,50178
0.036006125,2,50178
0.036017470,1,49135
0.036028810,2,49135
0.036040150,1,48032
0.036051490,2,48032
0.036062830,1,47070
0.036074175,2,47070
0.036085515,1,45919
0.036096855,2,45919
0.036108200,1,45293
0.036119540,2,45293
0.036130880,1,44398
0.036142220,2,44398
0.036153565,1,43845
0.036164905,2,43845
0.036176245,1,43275
0.036187590,2,43275
0.036198930,1,42623
0.036210270,2,42623
0.036221610,1,42283
0.036232955,2,42283
0.036244295,1,42141
0.036255635,2,42141
0.036266980,1,41778
0.036278320,2,41778
0.036289660,1,41510
0.036301000,2,41510
0.036312345,1,41379
0.036323685,2,41379
0.036335025,1,41226
0.036346365,2,41226
0.036357710,1,41510
0.036369050,2,41510
0.036380390,1,41996
0.036391735,2,41996
0.036403075,1,42204
0.036414415,2,42204
0.036425755,1,42596
0.036437100,2,42596
0.036448440,1,43288
0.036459780,2,43288
0.036471120,1,43414
0.036482465,2,43414
0.036493805,1,44551
0.036505145,2,44551
0.036516490,1,45198
0.036527830,2,45198
0.036539170,1,46139
0.036550510,2,46139
0.036561855,1,46712
0.036573195,2,46712
0.036584535,1,47963
0.036595880,2,47963
0.036607220,1,48687
0.036618560,2,48687
0.036629900,1,50120
0.036641245,2,50120
0.036652585,1,51015
0.036663925,2,51015
0.036675265,1,52265
0.036686610,2,52265
0.036697950,1,53734
0.036709290,2,53734
0.036720635,1,54853
0.036731975,2,54853
0.036743315,1,56256
0.036754655,2,56256
0.036766000,1,57398
0.036777340,2,57398
0.036788680,1,59217
0.036800020,2,59217
0.036811365,1,60511
0.036822705,2,60511
0.036834045,1,61913
0.036845385,2,61913
0.036856730,1,63483
0.036868070,2,63483
0.036879410,1,64790
0.036890755,2,64790
0.036902095,1,947
0.036913435,2,947
0.036924775,1,2295
0.036936120,2,2295
0.036947460,1,3884
0.036958800,2,3884
0.036970140,1,5266
0.036981485,2,5266
0.036992825,1,7015
0.037004165,2,7015
0.037015510,1,8135
0.037026850,2,8135
0.037038190,1,9529
0.037049535,2,9529
0.037060875,1,10865
0.037072215,2,10865
0.037083555,1,12124
0.037094900,2,12124
0.037106240,1,13161
0.037117580,2,13161
0.037128920,1,14519
0.037140265,2,14519
0.037151605,1,15728
0.037162945,2,15728
0.037174290,1,16490
0.037185630,2,16490
0.037196970,1,17581
0.037208310,2,17581
0.037219655,1,18496
0.037230995,2,18496
0.037242335,1,19283
0.037253680,2,19283
0.037265020,1,20202
0.037276360,2,20202
0.037287700,1,20599
0.037299040,2,20599
0.037310385,1,21295
0.037321725,2,21295
0.037333065,1,21763
0.037344410,2,21763
0.037355750,1,22302
0.037367090,2,22302
0.037378435,1,22645
0.037389775,2,22645
0.037401115,1,23075
0.037412455,2,23075
0.037423800,1,23193
0.037435140,2,23193
0.037446480,1,23375
0.037457820,2,23375
0.037469165,1,23060
0.037480505,2,23060
0.037491845,1,23311
0.037503190,2,23311
0.037514530,1,23128
0.037525870,2,23128
0.037537210,1,22594
0.037548555,2,22594
0.037559895,1,22182
0.037571235,2,22182
0.037582580,1,21816
0.037593920,2,21816
0.037605260,1,21172
0.037616600,2,21172
0.037627945,1,20483
0.037639285,2,20483
0.037650625,1,19737
0.037661965,2,19737
0.037673310,1,18886
0.037684650,2,18886
0.037695990,1,18137
0.037707330,2,18137
0.037718675,1,17073
0.037730015,2,17073
0.037741355,1,16233
0.037752700,2,16233
0.037764040,1,15447
0.037775380,2,15447
0.037786720,1,14203
0.037798065,2,14203
0.037809405,1,12907
0.037820745,2,12907
0.037832090,1,11613
0.037843430,2,11613
0.037854770,1,10015
0.037866110,2,10015
0.037877455,1,8980
0.037888795,2,8980
0.037900135,1,7488
0.037911475,2,7488
0.037922820,1,5912
0.037934160,2,5912
0.037945500,1,4775
0.037956845,2,4775
0.037968185,1,3094
0.037979525,2,3094
0.037990865,1,1472
0.038002210,2,1472
0.038013550,1,44
0.038024890,2,44
0.038036230,1,64041
0.038047575,2,64041
0.038058915,1,62709
0.038070255,2,62709
0.038081600,1,60831
0.038092940,2,60831
0.038104280,1,59466
0.038115620,2,59466
0.038126965,1,58263
0.038138305,2,58263
0.038149645,1,56546
0.038160985,2,56546
0.038172330,1,55184
0.038183670,2,55184
0.038195010,1,54035
0.038206355,2,54035
0.038217695,1,52682
0.038229035,2,52682
0.038240375,1,51159
0.038251720,2,51159
0.038263060,1,49909
0.038274400,2,49909
0.038285745,1,48809
0.038297085,2,48809
0.038308425,1,47487
0.038319765,2,47487
0.038331110,1,46413
0.038342450,2,46413
0.038353790,1,45778
0.038365130,2,45778
0.038376475,1,44840
0.038387815,2,44840
0.038399155,1,44226
0.038410500,2,44226
0.038421840,1,43216
0.038433180,2,43216
0.038444520,1,42745
0.038455865,2,42745
0.038467205,1,42170
0.038478545,2,42170
0.038489885,1,41813
0.038501230,2,41813
0.038512570,1,41288
0.038523910,2,41288
0.038535255,1,41586
0.038546595,2,41586
0.038557935,1,41752
0.038569275,2,41752
0.038580620,1,40733
0.038591960,2,40733
0.038603300,1,40969
0.038614645,2,40969
0.038625985,1,41303
0.038637325,2,41303
0.038648665,1,41583
0.038660010,2,41583
0.038671350,1,41547
0.038682690,2,41547
0.038694030,1,42191
0.038705375,2,42191
0.038716715,1,42278
0.038728055,2,42278
0.038739395,1,43329
0.038750740,2,43329
0.038762080,1,43865
0.038773420,2,43865
0.038784765,1,44381
0.038796105,2,44381
0.038807445,1,45714
0.038818785,2,45714
0.038830130,1,46515
0.038841470,2,46515
0.038852810,1,47401
0.038864155,2,47401
0.038875495,1,48554
0.038886835,2,48554
0.038898175,1,49552
0.038909520,2,49552
0.038920860,1,50945
0.038932200,2,50945
0.038943540,1,51887
0.038954885,2,51887
0.038966225,1,53319
0.038977565,2,53319
0.038988910,1,54487
0.039000250,2,54487
0.039011590,1,56084
0.039022935,2,56084
0.039034275,1,57317
0.039045615,2,57317
0.039056955,1,58805
0.039068295,2,58805
0.039079640,1,60214
0.039090980,2,60214
0.039102320,1,61423
0.039113660,2,61423
0.039125005,1,63167
0.039136345,2,63167
0.039147690,1,64918
0.039159030,2,64918
0.039170370,1,708
0.039181710,2,708
0.039193050,1,2310
0.039204395,2,2310
0.039215735,1,3794
0.039227075,2,3794
0.039238420,1,5065
0.039249760,2,5065
0.039261100,1,6741
0.039272445,2,6741
0.039283785,1,7982
0.039295125,2,7982
0.039306465,1,9282
0.039317810,2,9282
0.039329150,1,10833
0.039340490,2,10833
0.039351830,1,11992
0.039363175,2,11992
0.039374515,1,13437
0.039385855,2,13437
0.039397200,1,14812
0.039408540,2,14812
0.039419880,1,16037
0.039431220,2,16037
0.039442565,1,16873
0.039453905,2,16873
0.039465245,1,18050
0.039476585,2,18050
0.039487930,1,18838
0.039499270,2,18838
0.039510610,1,19975
0.039521955,2,19975
0.039533295,1,20818
0.039544635,2,20818
0.039555975,1,22011
0.039567320,2,22011
0.039578660,1,22630
0.039590000,2,22630
0.039601340,1,23195
0.039612685,2,23195
0.039624025,1,23730
0.039635365,2,23730
0.039646710,1,24181
0.039658050,2,24181
0.039669390,1,24263
0.039680730,2,24263
0.039692075,1,24766
0.039703415,2,24766
0.039714755,1,24416
0.039726095,2,24416
0.039737440,1,24457
0.039748780,2,24457
0.039760120,1,24337
0.039771465,2,24337
0.039782805,1,24514
0.039794145,2,24514
0.039805485,1,24156
0.039816830,2,24156
0.039828170,1,23769
0.039839510,2,23769
0.039850855,1,23166
0.039862195,2,23166
0.039873535,1,22561
0.039884875,2,22561
0.039896220,1,21935
0.039907560,2,21935
0.039918900,1,20971
0.039930240,2,20971
0.039941585,1,20040
0.039952925,2,20040
0.039964265,1,19361
0.039975605,2,19361
0.039986950,1,18099
0.039998290,2,18099
0.040009635,1,17031
0.040020975,2,17031
0.040032315,1,15829
0.040043655,2,15829
0.040055000,1,14719
0.040066340,2,14719
0.040077680,1,13364
0.040089020,2,13364
0.040100365,1,12078
0.040111705,2,12078
0.040123045,1,10599
0.040134385,2,10599
0.040145730,1,9199
0.040157070,2,9199
0.040168410,1,7766
0.040179755,2,7766
0.040191095,1,6343
0.040202435,2,6343
0.040213775,1,4816
0.040225120,2,4816
0.040236460,1,3238
0.040247800,2,3238
0.040259140,1,1865
0.040270485,2,1865
0.040281825,1,65473
0.040293165,2,65473
0.040304510,1,63839
0.040315850,2,63839
0.040327190,1,62257
0.040338530,2,62257
0.040349870,1,61050
0.040361215,2,61050
0.040372555,1,59552
0.040383900,2,59552
0.040395240,1,57827
0.040406580,2,57827
0.040417920,1,56088
0.040429265,2,56088
0.040440605,1,54500
0.040451945,2,54500
0.040463285,1,52797
0.040474630,2,52797
0.040485970,1,51921
0.040497310,2,51921
0.040508650,1,50662
0.040519995,2,50662
0.040531335,1,49384
0.040542675,2,49384
0.040554020,1,47852
0.040565360,2,47852
0.040576700,1,46847
0.040588040,2,46847
0.040599385,1,45514
0.040610725,2,45514
0.040622065,1,45988
0.040633410,2,45988
0.040644750,1,44652
0.040656090,2,44652
0.040667430,1,43628
0.040678775,2,43628
0.040690115,1,42863
0.040701455,2,42863
0.040712795,1,42246
0.040724140,2,42246
0.040735480,1,41648
0.040746820,2,41648
0.040758165,1,41495
0.040769505,2,41495
0.040780845,1,40742
0.040792185,2,40742
0.040803530,1,40357
0.040814870,2,40357
0.040826210,1,40438
0.040837550,2,40438
0.040848895,1,40065
0.040860235,2,40065
0.040871575,1,40443
0.040882915,2,40443
0.040894260,1,40581
0.040905600,2,40581
0.040916940,1,40489
0.040928285,2,40489
0.040939625,1,40658
0.040950965,2,40658
0.040962310,1,41071
0.040973650,2,41071
0.040984990,1,41850
0.040996330,2,41850
0.041007675,1,42186
0.041019015,2,42186
0.041030355,1,43087
0.041041695,2,43087
0.041053040,1,43751
0.041064380,2,43751
0.041075720,1,44522
0.041087060,2,44522
0.041098405,1,45515
0.041109745,2,45515
0.041121085,1,46426
0.041132430,2,46426
0.041143770,1,47632
0.041155110,2,47632
0.041166455,1,48721
0.041177795,2,48721
0.041189135,1,50327
0.041200475,2,50327
0.041211820,1,50888
0.041223160,2,50888
0.041234500,1,52743
0.041245840,2,52743
0.041257185,1,54045
0.041268525,2,54045
0.041279865,1,55483
0.041291210,2,55483
0.041302550,1,56569
0.041313890,2,56569
0.041325230,1,57915
0.041336575,2,57915
0.041347915,1,59782
0.041359255,2,59782
0.041370595,1,61034
0.041381940,2,61034
0.041393280,1,62949
0.041404620,2,62949
0.041415960,1,64425
0.041427305,2,64425
0.041438645,1,1556
0.041449985,2,1556
0.041461325,1,3177
0.041472670,2,3177
0.041484010,1,4873
0.041495350,2,4873
0.041506695,1,6222
0.041518035,2,6222
0.041529375,1,7509
0.041540720,2,7509
0.041552060,1,9632
0.041563400,2,9632
0.041574740,1,11136
0.041586085,2,11136
0.041597425,1,11989
0.041608765,2,11989
0.041620110,1,13644
0.041631450,2,13644
0.041642790,1,15033
0.041654130,2,15033
0.041665475,1,16385
0.041676815,2,16385
0.041688155,1,17554
0.041699495,2,17554
0.041710840,1,18793
0.041722180,2,18793
0.041733520,1,19665
0.041744865,2,19665
0.041756205,1,21067
0.041767545,2,21067
0.041778885,1,21389
0.041790230,2,21389
0.041801570,1,22645
0.041812910,2,22645
0.041824250,1,22620
0.041835595,2,22620
0.041846935,1,24217
0.041858275,2,24217
0.041869620,1,24491
0.041880960,2,24491
0.041892300,1,32767
0.041903640,2,32767
0.041914985,1,32767
0.041926325,2,32767
0.041937665,1,32767
0.041949010,2,32767
0.041960350,1,32767
0.041971690,2,32767
0.041983030,1,32767
0.041994375,2,32767
0.042005715,1,32767
0.042017055,2,32767
0.042028395,1,32767
0.042039740,2,32767
0.042051080,1,27508
0.042062420,2,27508
0.042073760,1,24976
0.042085105,2,24976
0.042096445,1,25615
0.042107785,2,25615
0.042119130,1,24319
0.042130470,2,24319
0.042141810,1,24241
0.042153155,2,24241
0.042164495,1,22833
0.042175835,2,22833
0.042187175,1,23198
0.042198520,2,23198
0.042209860,1,19851
0.042221200,2,19851
0.042232540,1,31963
0.042243885,2,31963
0.042255225,1,32767
0.042266565,2,32767
0.042277905,1,32767
0.042289250,2,32767
0.042300590,1,32767
0.042311930,2,32767
0.042323275,1,32337
0.042334615,2,32337
0.042345955,1,30144
0.042357295,2,30144
0.042368640,1,29541
0.042379980,2,29541
0.042391320,1,16336
0.042402665,2,16336
0.042414005,1,9739
0.042425345,2,9739
0.042436685,1,9728
0.042448030,2,9728
0.042459370,1,7226
0.042470710,2,7226
0.042482050,1,6253
0.042493395,2,6253
0.042504735,1,4087
0.042516075,2,4087
0.042527415,1,1673
0.042538760,2,1673
0.042550100,1,65352
0.042561440,2,65352
0.042572785,1,64100
0.042584125,2,64100
0.042595465,1,62712
0.042606805,2,62712
0.042618150,1,61548
0.042629490,2,61548
0.042640830,1,60307
0.042652175,2,60307
0.042663515,1,58740
0.042674855,2,58740
0.042686195,1,57967
0.042697540,2,57967
0.042708880,1,56805
0.042720220,2,56805
0.042731560,1,55194
0.042742905,2,55194
0.042754245,1,54099
0.042765585,2,54099
0.042776930,1,52914
0.042788270,2,52914
0.042799610,1,51681
0.042810950,2,51681
0.042822295,1,50705
0.042833635,2,50705
0.042844975,1,49786
0.042856315,2,49786
0.042867660,1,49128
0.042879000,2,49128
0.042890340,1,47947
0.042901685,2,47947
0.042913025,1,47509
0.042924365,2,47509
0.042935705,1,46550
0.042947050,2,46550
0.042958390,1,45733
0.042969730,2,45733
0.042981070,1,45218
0.042992415,2,45218
0.043003755,1,44948
0.043015095,2,44948
0.043026440,1,44609
0.043037780,2,44609
0.043049120,1,44043
0.043060465,2,44043
0.043071805,1,43971
0.043083145,2,43971
0.043094485,1,43321
0.043105825,2,43321
0.043117170,1,43585
0.043128510,2,43585
0.043139850,1,43390
0.043151195,2,43390
0.043162535,1,43792
0.043173875,2,43792
0.043185220,1,43594
0.043196560,2,43594
0.043207900,1,43985
0.043219240,2,43985
